snapshot_date,pool_path,pool_sha256,replay_top3_count,replay_codes,golden_codes,replay_sort_keys,replay_reasons,selection_signature_sha256,is_exact_match,discrepancy_count,discrepancy_details,reference_semantics
2026-01-16,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-01-16/breakout_follow_pool.csv,7c662ea3b441279848ea5204ec83da9ca139df1ec42392bee761f6bd0ca20235,2,"BKR,FE","BKR,FE","(0, 0, 0, -4, 0, 1, 1, 0, -1.6124771306162669, 'BKR', 16) | (0, 1, 0, -5, 0, 1, 1, 0, -1.963137060301905, 'FE', 18)",near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high;pullback_structure;dry_pullback,7c352d0cfb430177f6e7c3945709e9ef67fbb929ee2bede5834f99d04c20657f,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-01-23,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-01-23/breakout_follow_pool.csv,7b1f61b71b295a09e7bf1e194c8263abecf94010fbc75642630ccb017738835c,2,"MTB,MDT","MTB,MDT","(0, 0, 0, -4, 0, 0, 1, 0, -1.7659229528520548, 'MTB', 7) | (0, 0, 0, -3, 0, 1, 1, 0, -1.592536214065112, 'MDT', 10)",near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;weekly_volume_follow_through,16768163ee22c434f14fc4edb8ec1f5e93e750fe4df96ade0366651908a9d6da,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-01-30,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-01-30/breakout_follow_pool.csv,62bec5bfd7624dbb06921e9388b71bebb66aa0cdd5d14c81344d8667b3a8fadb,3,"HON,AAOI,ZM","HON,AAOI,ZM","(0, 0, 0, -5, 0, 0, 0, 0, -1.6633727485838388, 'HON', 9) | (0, 0, 0, -4, 0, 0, 0, 0, -2.443582210566355, 'AAOI', 1) | (0, 0, 0, -4, 0, 1, 0, 0, -3.5896878625881583, 'ZM', 7)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,807c11c6afed9dc565f9a5b16b3ee8613db83cf9c2f398dbc6ae5ee1f3f3cdce,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-02-06,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-02-06/breakout_follow_pool.csv,cdfdaf5c4f935f613e8fa12cff3f809368a0ca6969fd51cb9d49d2edebae3e17,0,,,,,16e999e81a0efbe3c9454c93b2e183e98d2dc494436a0e264b72a7185ee51c60,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-02-13,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-02-13/breakout_follow_pool.csv,7fc47fcfa2e6e491265b3c4b85729d4367161d992c9b016993b4576de9f53293,1,WULF,WULF,"(0, 0, 0, -3, 0, 0, 1, 0, -2.2589028629542973, 'WULF', 13)",near_buy_point;volume_confirms_breakout;weekly_volume_follow_through,5f4e26bb17203829dc4b1e47b5186ad4051748df867a1154a73ce6b10db400a4,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-02-20,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-02-20/breakout_follow_pool.csv,e0f275848778823242a701887d2c7d69f19dc3a63249b7f6e4b472afd23c0f7d,3,"FANG,HEI,UAL","FANG,HEI,UAL","(0, 1, 0, -4, 0, 1, 1, 0, -1.7843439599194195, 'FANG', 12) | (0, 1, 0, -4, 1, 1, 0, 0, -1.5364325054337504, 'HEI', 17) | (0, 2, 0, -2, 0, 1, 1, 1, -1.6043372643898532, 'UAL', 3)",near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high;pullback_structure | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure | near_buy_point;volume_confirms_breakout,3171e1333815f45201fecf51a605c82fcee3ab78199ff17a8c260b3e7e0384fe,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-02-27,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-02-27/breakout_follow_pool.csv,ad161d19bf782462de70f6fc1b1f142219b9cf053f5ac742a22f133c070ca5e9,3,"EQIX,GMED,EXPE","GMED,EQIX,EXPE","(0, 0, 0, -5, 0, 0, 0, 0, -1.845843294180062, 'EQIX', 12) | (0, 0, 0, -4, 0, 0, 0, 0, -1.5007093681613497, 'GMED', 3) | (0, 0, 0, -3, 0, 1, 1, 0, -1.6360471378951136, 'EXPE', 5)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through | near_buy_point;volume_confirms_breakout;weekly_volume_follow_through,caf5f15c606640026cffaf98ad69dcbe8f0af46711f434cac03fde449858e7bb,False,3,"weekly_codes_mismatch(replay=['EQIX', 'GMED', 'EXPE'],golden=['GMED', 'EQIX', 'EXPE']);weekly_signature_sha_mismatch;code_mismatch(replay=['EQIX', 'GMED', 'EXPE'],golden=['GMED', 'EQIX', 'EXPE'])",OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-03-06,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-03-06/breakout_follow_pool.csv,2b51fd30a8f31ce76e460af8382f8e52062bf3e6d338c88e8d897c538afac74b,2,"FIGS,RTX","FIGS,RTX","(0, 1, 0, -5, 0, 1, 0, 0, -2.927203899071957, 'FIGS', 0) | (0, 1, 0, -3, 1, 1, 1, 0, -2.109645537374721, 'RTX', 8)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;pullback_structure;dry_pullback | near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high;pullback_structure,28e81f9234e8388448d9d5049e4deb7ef29072ddfb11afcfa8dc93b8ddece665,False,2,weekly_signature_sha_mismatch;pick_2_sort_key_drift,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-03-13,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-03-13/breakout_follow_pool.csv,f1bf947a3ed388f8b57b9e9382778ccbe71cf8d132087b0eb756a927775199fd,1,DOCN,DOCN,"(0, 2, 0, -2, 1, 1, 1, 1, -1.8260653671246825, 'DOCN', 1)",near_buy_point;volume_confirms_breakout;near_52w_high;pullback_structure,08bf1213423071ca3fb3d1fa6b76fa00828d0fe5bc32dbddb0bae178069cf1e1,False,2,weekly_signature_sha_mismatch;pick_1_sort_key_drift,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-03-20,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-03-20/breakout_follow_pool.csv,d3a90c02a293a263b1f138c00c33c1d7592f08f57c987e09745952bde1b214ac,1,LMND,LMND,"(0, 0, 0, -3, 0, 1, 0, 1, -2.176558941231044, 'LMND', 7)",near_buy_point;volume_confirms_breakout;eps_acceleration_support,557f63a97ba2d5633815c1f88e90105149186bc88e1f05183bdd622097c2f0c8,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-03-27,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-03-27/breakout_follow_pool.csv,1debb7b3f0c1ef76f11828dcd0ddf9e9d39e78441c8564df2910243578f8827e,2,"DELL,CASY","DELL,CASY","(0, 0, 0, -4, 0, 1, 0, 0, -1.8407157779114107, 'DELL', 0) | (0, 1, 0, -3, 1, 1, 0, 1, -1.7666946874451517, 'CASY', 8)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through | near_buy_point;volume_confirms_breakout;eps_acceleration_support;near_52w_high;pullback_structure,a1504021442d8e9aa2eb9fea336bd6f0f460b308fd2142376bfe181396f73ef5,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-04-02,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-04-02/breakout_follow_pool.csv,cb99196374e1e2213e2e7e6db0fcaf322cbc67a151af438046d05d952091f0d8,3,"MRVL,INVA,PFIS","MRVL,INVA,PFIS","(0, 0, 0, -5, 0, 1, 0, 0, -2.406028542057799, 'MRVL', 10) | (0, 0, 0, -3, 0, 0, 0, 1, -2.63418106516534, 'INVA', 21) | (0, 1, 0, -5, 0, 0, 0, 0, -2.377803335250144, 'PFIS', 37)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,8bc2317a87617dddc089e1b35a4732e422151489cbec66f7d7563f140eff1a0b,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-04-10,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-04-10/breakout_follow_pool.csv,81347972355bb5a3fb9f5d0cfff9925afcdd7506bd18870e7572f693ff33c25c,3,"SPIR,FRAF,HLIO","FRAF,SPIR,HLIO","(0, 0, 0, -5, 0, 0, 0, 0, -6.768676828498409, 'SPIR', 10) | (0, 0, 0, -5, 0, 1, 0, 0, -4.251876779704893, 'FRAF', 49) | (0, 0, 0, -4, 0, 0, 0, 0, -1.592695559647192, 'HLIO', 14)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through,261656c93367a778393974c6cc31a9ea32aaa817afcbba766be89268656594f6,False,3,"weekly_codes_mismatch(replay=['SPIR', 'FRAF', 'HLIO'],golden=['FRAF', 'SPIR', 'HLIO']);weekly_signature_sha_mismatch;code_mismatch(replay=['SPIR', 'FRAF', 'HLIO'],golden=['FRAF', 'SPIR', 'HLIO'])",OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-04-17,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-04-17/breakout_follow_pool.csv,08eb9d30ddd47e78ecc4a746bcabfdd15bf12bbd2f38fe72b6c58586f8851752,3,"AMLX,ALB,CVEO","AMLX,ALB,CVEO","(0, 0, 0, -5, 0, 1, 0, 0, -2.360510333377026, 'AMLX', 41) | (0, 0, 0, -3, 0, 1, 1, 0, -2.567567321473123, 'ALB', 71) | (0, 1, 0, -5, 0, 0, 0, 0, -2.0475160848011815, 'CVEO', 36)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;weekly_volume_follow_through | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high;pullback_structure,613b68c0101a441be6c4921e89774c82904f64c33b38ba58a40db2c10dbc0590,False,2,weekly_signature_sha_mismatch;pick_2_sort_key_drift,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-04-24,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-04-24/breakout_follow_pool.csv,b22bc5e593c86ff2cd2c5d29e7b8eae5aaf6f1d1cc3452a788e9ba49bb306c95,3,"MCRI,NVTS,SANM","WSFS,MCRI,SANM","(0, 0, 0, -5, 0, 0, 0, 0, -4.464522986978475, 'MCRI', 47) | (0, 0, 0, -4, 0, 1, 0, 0, -3.7989330550440368, 'NVTS', 18) | (0, 0, 0, -4, 0, 1, 1, 0, -1.8373951658499812, 'SANM', 36)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through | near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high,e5990a8cee3ad991504f64cccf1e4550a9bd7cc43e4ecfe277e0b0fdfe11f9af,False,3,"weekly_codes_mismatch(replay=['MCRI', 'NVTS', 'SANM'],golden=['WSFS', 'MCRI', 'SANM']);weekly_signature_sha_mismatch;code_mismatch(replay=['MCRI', 'NVTS', 'SANM'],golden=['WSFS', 'MCRI', 'SANM'])",OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-05-01,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-05-01/breakout_follow_pool.csv,ffc6d53cdaf353f4a09d79bc70809558b7000910236fe576959d6e132d319781,3,"RBB,IRM,BEN","RBB,IRM,BEN","(0, 0, 0, -5, 0, 0, 0, 0, -2.7977968377497056, 'RBB', 35) | (0, 0, 0, -5, 0, 1, 0, 0, -3.3043550104652444, 'IRM', 29) | (0, 0, 0, -5, 0, 1, 0, 0, -2.2374398317650503, 'BEN', 16)",geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,d80a6df483e7cdbbeef91b9fd438135f8f248895976a61edbf3218c8d27f33c3,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-05-08,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-05-08/breakout_follow_pool.csv,714b2176070cb90b225bec9a2b73e2e16211ab3174ec904ac2859a69432dda71,3,"FTNT,KRYS,CTS","FTNT,KRYS,CTS","(0, 0, 0, -5, 0, 0, 0, 0, -1.6252932081479756, 'FTNT', 63) | (0, 0, 0, -5, 0, 1, 0, 0, -2.2218782021511085, 'KRYS', 103) | (0, 0, 0, -5, 0, 1, 0, 0, -1.8237927230624769, 'CTS', 41)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,d63e9408956649c75e6bb197787be85a0dae60a67d592608544631b6ab5690a3,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-05-15,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-05-15/breakout_follow_pool.csv,023f65d5851f6a1a703586e4a156ca665479aead99a0f80986fa0edfb58cbbfc,3,"HLIO,CVS,AIZ","HLIO,CVS,AIZ","(0, 0, 0, -5, 0, 0, 0, 0, -2.9419838945827235, 'HLIO', 52) | (0, 0, 0, -5, 0, 0, 0, 0, -1.622106648070288, 'CVS', 16) | (0, 0, 0, -4, 0, 1, 0, 1, -1.6516204725145227, 'AIZ', 58)",geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;near_52w_high,78c333aa2e8cc4819d30705b30226954575fdd6b6f3a2745db59d64c7890bb65,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-05-22,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-05-22/breakout_follow_pool.csv,09e5ec83ef8ed5ba3c17064e5efe58404439d5c1ed69dd360ae8703ad7736115,3,"CMPR,PDLB,CLBK","CMPR,PDLB,ELMD","(0, 0, 0, -5, 0, 0, 0, 0, -3.1105353555937234, 'CMPR', 18) | (0, 0, 0, -5, 0, 1, 0, 0, -3.3883323512080143, 'PDLB', 69) | (0, 0, 0, -5, 0, 1, 0, 0, -2.5103225009945267, 'CLBK', 26)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high,1b2912fce829904b9c0a4e8884030a35f1ad2a6e3e14bc62983834d47d4f88f5,False,3,"weekly_codes_mismatch(replay=['CMPR', 'PDLB', 'CLBK'],golden=['CMPR', 'PDLB', 'ELMD']);weekly_signature_sha_mismatch;code_mismatch(replay=['CMPR', 'PDLB', 'CLBK'],golden=['CMPR', 'PDLB', 'ELMD'])",OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-05-29,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-05-29/breakout_follow_pool.csv,5a6290ac69a002b72b249f68be9fd0b002756d0ec401763f9c62c592e94cf61c,3,"BWA,NBIX,ILMN","BWA,NBIX,ILMN","(0, 0, 0, -5, 0, 1, 0, 0, -2.5996567820196277, 'BWA', 61) | (0, 0, 0, -4, 0, 0, 0, 1, -1.6165769039137463, 'NBIX', 49) | (0, 0, 0, -4, 0, 1, 1, 0, -1.5145320941727023, 'ILMN', 17)",geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | geometry_caution_not_failure;near_buy_point;volume_confirms_breakout;eps_acceleration_support;near_52w_high | near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high,5f39367c95de74e439e0c9a0605ace1b73fbd969fe758ab9a0c52ec98624ed64,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
2026-06-05,/Users/tbin/Documents/Yfinance_data/backtest/ibd_skill_replay_pools/2026-06-05/breakout_follow_pool.csv,478862381883b95aa9506dd37803ed25cace756444da2064c752940c779078e9,3,"TWIN,AMG,TBBB","TWIN,AMG,TBBB","(0, 0, 0, -5, 0, 1, 0, 0, -2.1296871461386653, 'TWIN', 32) | (0, 0, 0, -4, 0, 0, 0, 1, -1.6517765018632935, 'AMG', 52) | (0, 0, 0, -4, 0, 0, 1, 0, -3.710017717069322, 'TBBB', 50)",near_buy_point;volume_confirms_breakout;eps_acceleration_support;weekly_volume_follow_through;near_52w_high | near_buy_point;volume_confirms_breakout;eps_acceleration_support;near_52w_high | near_buy_point;volume_confirms_breakout;weekly_volume_follow_through;near_52w_high,935da23111ccad2b1a57acf504f6bb3bd44458a0e0b10623312aaba847de545c,True,0,NONE,OLD_EPS_BASELINE_EXPECTED_TO_DRIFT
